Direction,Date,Coil,Mean_Signal_Intensity,Peak_Freq_Hz,STD,SNR,TFN,SFNR,tSNR,Percent_Fluctuation,Drift,Drift_Fit,RDC,Spectrum_MAD,Mean_Ghost,Ghost_Rate,Mean_Background,Background_Rate
E:/Bolin/QA/python-test/20231020_QA_7T_8Tx_Long/NIFTI/EP2D_BOLD_M3P3_1_5MM_QA1_0007.nii.gz,20231020,Nova 8Tx/32Rx Head,2107.840101697245,0.06966214063216,1.488277565197235,122.85224512791311,16.543557837544803,127.85883729612424,122.647061765767,0.07060675826400996,0.6472972460633662,0.41994945972938064,11.282848657340457,19.005252369209483,17.197288888888888,3.6625744590854454,5.696533333333333,1.3057430230419014
