Direction,Date,Coil,Mean_Signal_Intensity,Peak_Freq_Hz,STD,SNR,TFN,SFNR,tSNR,Percent_Fluctuation,Drift,Drift_Fit,RDC,Spectrum_MAD,Mean_Ghost,Ghost_Rate,Mean_Background,Background_Rate
E:/Bolin/QA/python-test/20231020_QA_7T_8Tx_Long/NIFTI/EP2D_BOLD_M3P3_1_5MM_QA2_0008.nii.gz,20231020,Nova 8Tx/32Rx Head,2106.628759247807,0.06966214063216,1.6564943070436604,127.98789192769276,16.589273468181638,127.40575121447408,124.277043657469,0.07863247379358518,0.6573570450686875,0.433438291252583,9.112368046054064,18.370407899336428,15.353022222222222,3.385876878156901,5.698533333333334,1.2985781276471684
